11:26:24.909 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [ee82c53a-950f-4e09-969c-006e35515ee8_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
11:26:24.910 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [ee82c53a-950f-4e09-969c-006e35515ee8_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$338/1217089772
11:26:24.977 [main] INFO  c.r.s.RuoYiSystemApplication - [logStartupProfileInfo,640] - The following 1 profile is active: "dev"
11:26:27.346 [main] INFO  o.a.c.c.AprLifecycleListener - [log,173] - An older version [1.2.23] of the Apache Tomcat Native library is installed, while Tomcat recommends a minimum version of [1.2.30]
11:26:27.346 [main] INFO  o.a.c.c.AprLifecycleListener - [log,173] - Loaded Apache Tomcat Native library [1.2.23] using APR version [1.7.0].
11:26:27.346 [main] INFO  o.a.c.c.AprLifecycleListener - [log,173] - APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true], UDS [false].
11:26:27.346 [main] INFO  o.a.c.c.AprLifecycleListener - [log,173] - APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
11:26:27.350 [main] INFO  o.a.c.c.AprLifecycleListener - [log,173] - OpenSSL successfully initialized [OpenSSL 1.1.1c  28 May 2019]
11:26:27.361 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-9201"]
11:26:27.361 [main] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
11:26:27.362 [main] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.65]
11:26:27.532 [main] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring embedded WebApplicationContext
11:26:28.585 [main] INFO  c.a.d.p.DruidDataSource - [init,972] - {dataSource-1,master} inited
11:26:28.586 [main] INFO  c.b.d.d.DynamicRoutingDataSource - [addDataSource,148] - dynamic-datasource - add a datasource named [master] success
11:26:28.586 [main] INFO  c.b.d.d.DynamicRoutingDataSource - [afterPropertiesSet,228] - dynamic-datasource initial loaded [1] datasource,primary datasource named [master]
11:26:33.053 [main] INFO  c.b.d.d.DynamicRoutingDataSource - [destroy,205] - dynamic-datasource start closing ....
11:26:33.055 [main] INFO  c.a.d.p.DruidDataSource - [close,2051] - {dataSource-1} closing ...
11:26:33.057 [main] INFO  c.a.d.p.DruidDataSource - [close,2124] - {dataSource-1} closed
11:26:33.057 [main] INFO  c.b.d.d.DynamicRoutingDataSource - [destroy,209] - dynamic-datasource all closed success,bye
11:26:33.058 [main] INFO  o.a.c.c.StandardService - [log,173] - Stopping service [Tomcat]
